Data Source,World Development Indicators,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66,...67,...68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Last Updated Date,28-01-2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,426425000000,469110000000,513040000000,561049000000,620036000000,676117000000,731240000000,776911000000,818393000000,907615000000,1020350000000,1151510000000,1381160000000,1757540000000,1986170000000,2318870000000,2411460000000,2728320000000,3344220000000,4077510000000,4609160000000,4105640000000,3957140000000,3837840000000,3689420000000,3817470000000,5207430000000,6431600000000,7161660000000,7257560000000,8870720000000,9140430000000,9789430000000,8994840000000,9408470000000,10871000000000,11096000000000,10524200000000,10795100000000,10686900000000,10077600000000,10182000000000,11151000000000,13559300000000,15805000000000,16824400000000,18222800000000,21289500000000,23433000000000,20628500000000,21103200000000,23416500000000,22545200000000,23559100000000,23897400000000,20583200000000,20511300000000,21765900000000,23306300000000,23031900000000,22286600000000,25524000000000,25662600000000,27554100000000
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2069464937,1753850955,1518207703,1824343871,2244146103,2387047396,2429308639,2553595172,2582179864,3112165727,2862503139,2754219271,3185986087,3891754150,6599257044,7731674472,9091921030,11026342618,11922497876,14175160902,17881508242,21810759354,19929846396,17152477037,16912509092,17149088413,15314138472,13945426859,13051881851,13890823705,15239272612,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,17539454727,23127055000,27054197000,30965208000,35194947000,40278849000,45690762000,49848725000,61139438000,60094978000,68151329000,78986648000,87735048000,96570334000,102718000000,97209558000,97671433000,104467000000,107479000000,107596000000,95865472000,107435000000,116586000000,118845000000
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,4206270175,4494575422,4035461922,4187146119,4709245635,4948667540,5278005612,5605484299,5932242991,6524455206,8042200452,8609283346,9299638056,10098534613,9228963225,11632178869,13315988083,14400806876,14811704063,18020571429,21669908176,22136081081,27655172414,30966239814,33971188992,39053502251,41253507951,40455616654,34980124929,39756299050,42978914311,37387836491,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,96684636119,85146067416,80288461538,78782467532,89600665557,107426000000,130438000000,162818000000,189147000000,218984000000,235990000000,279117000000,288434000000,305595000000,329367000000,332442000000,248363000000,262589000000,318679000000,383818000000,424672000000,476748000000,396002000000
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,251413000000,279722000000,309383000000,340513000000,377250000000,412364000000,446134000000,474087000000,509702000000,569432000000,645110000000,731196000000,883508000000,1147310000000,1301010000000,1507220000000,1573330000000,1790460000000,2191880000000,2655410000000,2973690000000,2583760000000,2500980000000,2440100000000,2341110000000,2404990000000,3377300000000,4177530000000,4594900000000,4693110000000,5905620000000,6127710000000,6750510000000,6180490000000,6531160000000,7540040000000,7629500000000,6977670000000,7174360000000,7148860000000,6528630000000,6631900000000,7241860000000,8921230000000,10231000000000,10611800000000,11288300000000,13000300000000,14296300000000,13084300000000,12786100000000,13810200000000,12786700000000,13358700000000,13683300000000,11828600000000,12124600000000,12839900000000,13867900000000,13587000000000,13266900000000,14917700000000,14452000000000,15780700000000
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477101651.6,467872714.8,531688311.7,578015625,693535954.2,686490090.1,745523116.9,688918537.1,706370815.6,752371688.7,729321680.2,870248267.6,1109054005,1098424686,1211161880,1317974491,1380188800,1856695551,1589515447,2065001626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12424514014,14238126760,16609632791,19631714760,21966876027,25479619607,29559436183,32570905397,32394326464,37090689288,40963715237,46586119760,59090176029,78583355226,97204522642,114695000000,118423000000,132355000000,160485000000,214449000000,232601000000,202663000000,195857000000,170829000000,171980000000,180664000000,251142000000,318520000000,375892000000,414461000000,536175000000,576754000000,630465000000,524701000000,530184000000,614170000000,642251000000,589740000000,618731000000,634395000000,598103000000,627799000000,708938000000,907963000000,1069830000000,1154670000000,1261850000000,1476750000000,1636120000000,1496590000000,1427990000000,1487570000000,1330990000000,1362190000000,1380240000000,1206160000000,1243020000000,1321750000000,1431640000000,1403500000000,1289780000000,1461240000000,1446500000000,1620090000000
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4013091682,4123011420,4502970889,4786018988,5154420649,5674080543,5756912266,5686579748,6250218423,7370119619,9876595528,12148595031,14109491357,17025671810,22450264166,24342935404,19633984440,19524355419,23303915795,23237406116,25451032781,27055689003,23311847751,24561027788,27469461919,31222632741,31873748770,31820771494,37204563051,38376046175,41291245222
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1610511694,1680859514,1747566307,1825058828,1984129186,2159998591,2324466416,2461762003,2619948865,2768987372,3045354455,3224280835,3520252938,4070570550,4577209966,4577047854,4943806093,5651840585,6014961435,6586048398,7012585454,7507663567,7899988841,8781664427,8298309581,9717392687,10094328898,10790001558,11181119718,11762932007,12478943895,13799799324,10754799037,9051043870,7100806754,7855205207,8761215548,8803539988,8013274132,7892973532,8242349618,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648276605,55612228234,64589328551,74296745208,81770886826,84269196626,95912607722,107658000000,111262000000,126773000000,163698000000
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,284932000000,316580000000,349910000000,384453000000,426401000000,466575000000,505119000000,537820000000,577226000000,644160000000,728515000000,823502000000,993662000000,1286120000000,1455910000000,1694090000000,1775130000000,2011320000000,2449170000000,2960020000000,3311320000000,2889970000000,2787790000000,2710790000000,2612590000000,2686660000000,3753190000000,4639530000000,5093990000000,5202790000000,6505590000000,6730840000000,7390920000000,6750680000000,7157760000000,8298200000000,8433440000000,7735790000000,7970030000000,7936010000000,7288430000000,7407570000000,8100400000000,9956960000000,11449200000000,11954500000000,12768500000000,14789500000000,16365100000000,14846300000000,14643400000000,15876600000000,14734000000000,15400000000000,15764800000000,13655100000000,13990300000000,14870100000000,16091500000000,15808400000000,15504700000000,17496600000000,16995300000000,18590700000000
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,34157915798,35668456087,39417208512,45049610945,40767511064,44789142771,47787351329,47130737857,52073362434,58442568788,69598976289,71676944409,82981206234,102638000000,154501000000,169459000000,201268000000,222208000000,243686000000,307155000000,388435000000,511406000000,488174000000,421549000000,379258000000,385609000000,355386000000,357267000000,387870000000,383756000000,547421000000,386386000000,344550000000,351153000000,353240000000,431762000000,466441000000,522327000000,536100000000,400171000000,468036000000,458017000000,446928000000,470618000000,596965000000,755161000000,945956000000,1159330000000,1481950000000,1342730000000,1593980000000,1664320000000,1862140000000,1934770000000,2052980000000,1616330000000,1489690000000,1588840000000,1734690000000,1842630000000,1675410000000,1786330000000,1964840000000,1937940000000
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5279481824,5984433774,6407796043,6958916548,7848987793,8680393839,9306142172,9468272357,8916565041,10177524839,11358529162,12528522307,14744499570,19474098335,24851036710,29475251333,31852352670,33502784418,36259392058,44469218440,53649984061,52440066134,52784013815,50956447481,52870993273,55856676899,73511611541,91564993913,109039000000,118991000000,141446000000,127794000000,112538000000,89112105756,103183000000,134060000000,131992000000,126863000000,133991000000,135234000000,125968000000,129520000000,140361000000,171613000000,197458000000,204859000000,217044000000,256360000000,285699000000,253481000000,249430000000,275127000000,257443000000,270268000000,273479000000,233211000000,238778000000,253846000000,273869000000,267015000000,270000000000,294223000000,280242000000,295532000000
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422.1,116987784.9,122906435,129454728.6,140032741.5,147084750,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316656648.7,425950487.5,558587097.4,684282434.4,694540806.4,719501765.8,829267889.4,1019691460,1202618816,1235626771,1194059943,1123085190,1178000678,1141168944,1290267340,1177947965,1110009523,1182660266,1337017559,1383883250,1532411039,1636101247,1825732093,1970301486,2128696644,2090221137,1653146717,1936459986,1678219508,1652462023,1833279985,2300492465,2708078477,2980403845,3076305453,3378314600,3523185920,2870624636,3140166713,3779411899,3972028104,4189967999,4857104791,4682479912,4930213634,5353469171,5581425325,5444407214,4432466237,4305031631,4969503561,5442046565
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,61756878990,66806595975,74888595286,83957182115,93079224076,100523000000,108928000000,117751000000,128428000000,140362000000,146927000000,164239000000,201622000000,262344000000,283102000000,356781000000,368488000000,406736000000,501724000000,608219000000,694529000000,609185000000,578152000000,553356000000,525033000000,547221000000,764947000000,926321000000,1010830000000,1016740000000,1257650000000,1258960000000,1389660000000,1314380000000,1385820000000,1595220000000,1598890000000,1449390000000,1496910000000,1486920000000,1360960000000,1370380000000,1492430000000,1835100000000,2109790000000,2192150000000,2317860000000,2655820000000,2926800000000,2700080000000,2646230000000,2870410000000,2683010000000,2816080000000,2861240000000,2442480000000,2470410000000,2588870000000,2781580000000,2722790000000,2647930000000,2966430000000,2796300000000,3051830000000
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,57954522.42,64397131.08,66225403.56,65186666.67,70106666.67,84933333.33,99219082.85,119335897.8,161236465.8,196771070.9,227404436,270470345.4,347798304.6,397833034.9,448568492.7,493014300,456244919,444047495.3,486605127.7,426008864.7,459307281.2,688914288.9,886508622.3,968576956.9,871935350.4,960805408.9,909253214.8,912670413.3,760957189.8,758739178.6,901404709.8,989536914.7,933763083.4,1104744235,1127684827,1067109531,1160268212,1275093689,1501941581,1724770771,1759739599,2017680835,2339015313,2489873250,2296065170,2331796784,2505740669,2427200389,2690110521,2914012679,2573905971,2813278869,2980057378,3188600927,3266432734,3271813312,3664686797,3566698398,3907323961
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19885926,21783158,25100928,34821467,46095175,46119184,46813193,47305560,53656834,60270778,64186644,76472529,80055706,84110353,84676118,101931941,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,325000000,359000000,392000000,394000000,372000000,390000000,430000000,460000000
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468977.8,167637907.1,182796536.3,154480244.1,215679855.3,226474285.8,245849781.3,271543680,294468564.2,318124701.5,323802475.5,381687072.6,430508358.5,722780701.3,1544216002,2157592940,3009409974,2809349069,2389479272,3030251120,4279637942,3862269121,3618007841,3391275732,3561451561,3339914757,3403638189,3281797043,3834503376,4186411464,5952293765,5402919785,5592390827,4378645081,4190819344,4958845648,5694040003,5326817115,4483417310,4662992036,5080483629,5023265413,5335451100,6511903365,7770219008,9582783991,10327598306,12455409587,15571348344,12113699068,14372593020,18210307744,17170464016,17595744798,18203966896,14383107763,14023890265,14929487485,16867326402,16874405465,15342236164,19444935097,20440655695,19388402542
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,73233967692,77741965703,81247564157,86561961812,94407558351,101825000000,108573000000,113117000000,107760000000,116465000000,130672000000,148114000000,169965000000,192538000000,206131000000,241757000000,232615000000,263066000000,335883000000,438994000000,564948000000,540766000000,515049000000,489618000000,461487000000,489285000000,601453000000,745163000000,910123000000,926885000000,1093170000000,1142800000000,1179660000000,1061390000000,1140490000000,1344240000000,1419650000000,1560910000000,1653690000000,1687830000000,1665530000000,1649830000000,1785730000000,2054420000000,2421530000000,2543180000000,2708440000000,3090510000000,2929410000000,2412840000000,2485480000000,2663810000000,2707090000000,2784850000000,3064710000000,2927910000000,2689110000000,2680150000000,2871340000000,2851410000000,2696780000000,3143320000000,3114040000000,3380850000000
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7321981334,8833588173,8902632715,7735927264,6339735099,3690328964,2701181331,2513870587,2693731866,3094935187,3510520231,3613497317,2800025883,3057475335,3219462262,3395766678,3991377904,5125365192,6410912050,7745250734,10172931089,12795145131,10766920066,12426907967,15475290469,16894392033,17517660144,17966015109,15223796149,15444548902,16473125375,17902544881,17638337117,16010869216,18853115589,24984568960,30777833585
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217230095,1302674325,1382515654,1540797589,1731296200,2053462968,2126300672,1747187645,1666909518,1962050556,2215028588,2417108578,2112293280,3006766758,2894409938,2810106383,2765254237,3189428571,3662478185,4020227920,4445228216,4222441860,4035994398,4057275132,4412279843,4504306723,5735677434,5074829932,5197765032,5251858440,5889106573,6603185268,6416103926,5968922939,5446383727,6464382808,6932991739,6891443192,7482069162,7718109982,4982850662,5314872854,6166197848,7632723556,8881417907,10744568381,20885037597,24827339138,28679383241,26048720006,32197655567,39336668081,41271701061,62824629066,54783319817,49406010054,56164929305,60405924079,67298914624,68337969248,70043099676,79524421861,74263364042,76370396722
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3220224608,3594302908,4203069035,5152080388,5691417541,6102769605,6762781871,6914381291,8087305999,8877094497,9746524915,9646440667,11926032493,15129893722,18421497251,22787644566,2909130355,2976714019,3476480303,3546079263,3888320666,4396178694,4789220417,4781166117,4932800407,5385704166,5641243100,5516916163,5232118046,5046806783,4367458867,4125527603,4301608753,5025167975,5300767961,4282468637,4220019845,6281918226,6964179983,6716905340,6853467146,6785137203,7638044557,8376613539,8778473373,8794201743,8595955222,10324668271,11857030367,13442861496,14088693743,17069115738,19910452542,22199409741
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,44212081.35,46695006.96,41160065.86,45168072.27,52296083.67,55728663.22,59160569.48,75187749.1,95796021.69,115179719.1,112190829.5,138093099.1,171833086,207112627.7,241083090.3,218767743.5,216050552.3,213448584.9,177340880.1,225726358.9,185646986.8,220626484.2,266672211.9,284120329.4,317083695.5,690311080.5,714254256.1,755040974.1,746493951.9,785999864.8,848239446.2,803633342.5,840285264.6,814724032.1,782913871.8,687410645.1,578235309.3,487038685,961900651.4,1027701068,1054112488,1279703047,1561766956,1450142509,1543294927,1409693597,1415004738,1375609453,1229461721,1378176609,1484578886,1504909463,1670671328,1813609692,1812170891,2014158842,2204734528,2396111022
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204670550.8,204167296.9,227986203.3,232331281.4,256769730.3,283311996.8,292152321.5,298871674.9,318876550.4,308143183.3,287648258.3,402230865.2,430284021.9,425225176.8,359980490.7,373959151.1,338524232.6,451893375,427514321.5,554072302.8,634187269.2,668470890.8,588309271.3,615779518.8,612502084.8,660195402,702965147.6,698107222.4,591034143.4,579365780.1,391345597.5,412610871.5,466773711.2,553614800.1,582169841.3,639776040.7,634781901.3,753162998,952667544,890167833.4,940112538.9,1157074319,1049412177,1109682824,1135250721,1152384167,1245074264,1469978606,1554133594,1588638854,1646400350,1853796456,1796608531,2048348108
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,37253333.33,44266666.67,51915000,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,NA,NA,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118569.97,76407395.87,93345859.53,100534656.9,88265974.86,112119411.5,110906028.5,134707183.8,136047906.2,100807002.5,141853360.9,232463022.8,442337870.7,370687634.4,621117885.7,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16314443436,21357343669,22388344144,21948834284,21765453082,13185496881,11240808848,12200913879,13097012134,11364133550,9893816008,12215878033,13687643436,12337550584
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4274890307,4892397431,5140542929,5813285627,6576906345,7582209670,8472021467,9146592856,9950331206,11454106327,12957113636,14388806818,16650659091,22037019563,24998715909,28129128587,30719552239,35673080481,43654480519,53724121435,56039256595,51618456335,53858346939,48741397059,47352146312,47155741426,55595445472,64739630096,75200610137,78067933277,96529587274,103681000000,114608000000,107296000000,114980000000,134975000000,142503000000,138766000000,139613000000,137131000000,125760000000,132050000000,150254000000,196931000000,234980000000,242316000000,269073000000,314227000000,351121000000,326829000000,296418000000,283228000000,238841000000,236556000000,233912000000,194567000000,193097000000,200381000000,213299000000,207306000000,191363000000,218304000000,218881000000,243498000000
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71494495.19,88322386.3,102244362.2,110900457,115651918.9,125435590,131803552.2,145533310.7,167728455.2,187589522.6,215009569.6,236357523.7,267327642.2,278098763,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695555555.6,698700666.7,758683592.6,825976037,771275555.6,771014814.8,778655555.6,799881481.5,842618518.5,911496296.3,997007407.4,1061640741,1125685185,1166514815,1213485185,1043411111,1122800000,1224577778,1316733333
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69520026.67,88466738.25,106101297.8,140153748.2,169918948.6,211190630.3,240779417.8,282269749.2,355987433.4,420645821.5,476051740.8,435748993.4,402403041,416184071,379371901.5,412876382.8,603016292.7,787390409,898607670.6,929799902.2,1018977280,1016500069,1037916163,927214151.8,1005887539,1208953287,1197515569,1072154434,1149858070,1131555107,1068025016,1086170704,1169136716,1558759823,1822499769,1849802648,2013106930,2249811296,2499092314,2529963903,2503167187,2684461375,2609678486,2684946990,2842065708,2499113023,2707139544,2851613679,3055782146,2997309972,3082884653,3235809504,NA,NA
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652087,7231963516,7084399840,7841602824,8410724361,7650196845,9406135143,10440781588,11400017301,12983233311,14655404433,15674835615,17790026222,19395491993,18318412251,19288929030,18405220247,20444205991,21576351799,23577298095,26783389294,29744246827,33567850824,38503720224,37126148265,40676578423,46876006272,49593929487,52996446269,57852153059,62186064719,66053403469,71653754066,73328365862,77172317259,77719464221,86478835636,95630524813,104450000000
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6051000000,6355000000,5916000000,6234000000,6910000000,NA
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,170216241.1,185849535.4,194949512.6,175757893.9,194774513.1,213235294.1,228705882.4,250176470.6,229750000,249300000,267800000,282050000,285380952.4,307047619,433954545.5,494791666.7,454440000,449880000,507080000,530440000,603200000,570357107.1,482000000,489333333.3,437631605.3,453488372.1,504651139.5,354591846.9,413799990,379779389.7,396582263.3,348533094.8,373573141.5,454101382.5,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,712167450.2,726131434.7,743063950.3,787814379.2,824880550.3,2379817991,2730971595,3025187433,3165663153,3432912517,3691384318,4063088536,4167800929,4127660152,4279840194,4482697337,4748174334,4787636998,5173760192,5471256595,8041363893,14718387017,17159509565
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1092550000000,1165200000000,1260150000000,1355500000000,1481520000000,1610330000000,1762150000000,1882520000000,2042020000000,2250760000000,2470680000000,2744910000000,3188710000000,3868520000000,4375300000000,4880920000000,5316250000000,6018130000000,7224160000000,8349720000000,9321370000000,9464730000000,9371250000000,9680590000000,10092100000000,10589800000000,12863000000000,14913600000000,16785100000000,17480900000000,19577100000000,20661400000000,22122000000000,22275500000000,23825300000000,26437200000000,26649600000000,26214400000000,26177400000000,27417600000000,28051800000000,27827900000000,29042600000000,32602900000000,36421500000000,38673200000000,41048100000000,45167400000000,48417900000000,45032400000000,47429100000000,51637700000000,51803500000000,52545700000000,53424900000000,49875500000000,50840900000000,53443200000000,56794000000000,57351000000000,55946300000000,62737900000000,64961300000000,68276500000000
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1320796652,1383681651,1612346412,1935298266,2206466461,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710090213,8030117556,9388695367,10048089558,12876366009,15719433719,18315136409,22526184533,28861857811,31055226089,32291215844,29907227184,33511383986,35699772166,41075396885,50622896163,59707404561,68790219178,76928784621,88959997900,104273000000,120354000000,135812000000,144652000000,159718000000,177353000000,168885000000,165768000000,171669000000,169404000000,166349000000,161386000000,169100000000,181569000000,193535000000,211597000000,219279000000,214048000000,228639000000,248514000000,262629000000,275697000000,291460000000,309386000000,320860000000,341273000000,361731000000,363075000000,344943000000,368954000000,358681000000,380812000000
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802996336.5,912499493.8,1034500000,1124000000,1347999950,1669499950,3097242093,3544281977,3968160046,4043894879,4266503526,4476697185,4915311847,5278120713,5677828959,6190521242,5902717091,5432344902,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028986,5737099650,6366340266,6414520530,7186638029,7651162302,7858255413,8230391347,8869299234,9757012697,10917477066,12361257681,13881731876,14587496229,15839344592,17710275685,18528554398,18499729215,19756533972,20979791685,21717604952,23136247991,24067750760,24882225742,23352232484,28144331507,31426041807,34400509852
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,21764253547,22459725995,24435087668,28732775854,26726934295,30246756298,32811712440,32315295747,34802452165,38302993161,36973668689,39841483301,44348097941,54318704968,64029660441,72125062329,77321795803,89631346610,105361000000,115827000000,126982000000,127628000000,129595000000,128680000000,131410000000,138000000000,126979000000,135407000000,142084000000,144595000000,166146000000,179597000000,136823000000,142007000000,121488000000,141419000000,154144000000,161384000000,166851000000,167809000000,181381000000,175230000000,190151000000,215719000000,248551000000,284756000000,334033000000,398671000000,473751000000,470141000000,510517000000,565720000000,586350000000,657860000000,696366000000,668869000000,675915000000,726226000000,776506000000,805115000000,813140000000,905797000000,983602000000,1129950000000
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25650213280,18760386775,10621169291,11259647874,15062911617,22772394547,24150978347,24175764812,25890228430,23777026779,22134411297,23066883850,26757722429,35245317002,41836292157,45013119282,49590197657,59298265770,68478776206,62321642125,58981738869,62903737380,57551963753,59852401272,59612144078,51005200670,52654855638,56186190438,61668130123,61467582194,57963370885,69006802299,71198635102,84393795502
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,273187200,271066000,281896800,294883400,325281200,353251800,368948600,369124200,367968800,391820400,331200000,362800000,371998958.4,466798973,565399321.5,681400000,879000000,947000000,974200000,1080600000,1383800000,1479400000,1474200000,1623600000,1816200000,2009400000,2318000000,2047200000,2613926800,2736243800,3096289800,3473562628,2257129792,1878253767,2167569046,2813313279,2907517604,3338949152,3723903724,4153725884,6813566099,6331970324,6205847214,5071947798,6087360684,7030149730,7638739123,9228637768,10432962635,11597002835,11859312725,13008746039,13708925477,14902488604,15146883498,14849629309,14069277526,15093357161,16403864618,15016090930,14508222518,20877414953,20253551921,19850829758
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,4870283626,5412100260,5762071728,6271045034,7355242314,9108483161,9983664739,11383139029,13192437321,14735449497,17230354545,19894622393,23041569235,23628554957,24062916721,21838893331,21173432185,21440475720,24697337084,27143185297,29702631094,30323270274,34365891769,34753569693,38730585922,40124916941,43166678735,46425677734,46658755152,47296952929,48706787306,49073380174,47218405892,53749989092,67608919144,85285062818,104121000000,113211000000,115716000000,140187000000,158326000000,131069000000,132175000000,141942000000,128814000000,135684000000,141034000000,125174000000,128610000000,143112000000,160566000000,164020000000,157289000000,182110000000,177006000000,212389000000
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,317483000000,314825000000,322057000000,345781000000,391944000000,429673000000,443941000000,456547000000,483769000000,540101000000,588041000000,641077000000,722637000000,936774000000,1185690000000,1280670000000,1390220000000,1575290000000,1741660000000,2034880000000,2415640000000,2594940000000,2557690000000,2526250000000,2615810000000,2716600000000,2820420000000,2906380000000,3107300000000,3237500000000,3719670000000,3535990000000,3691450000000,3928420000000,4334030000000,4917850000000,5370410000000,5694930000000,5541880000000,5398380000000,5873150000000,5955400000000,6043800000000,6787010000000,8083580000000,9656470000000,11452600000000,14221600000000,17055700000000,16539500000000,20113600000000,23813100000000,25306400000000,26702800000000,27596800000000,25841100000000,26032700000000,28752300000000,30653900000000,31298800000000,30114900000000,35764000000000,37712000000000,38789300000000
